customerid,recency,frequency,monetary,rfm,RFM_Category
15430,179,179,39.98,352,Other Segments
19733,178,178,69.99,352,Other Segments
29428,177,177,47.96,352,Other Segments
17583,168,168,39.98,352,Other Segments
21190,174,174,42.28,352,Other Segments
22143,167,167,39.98,352,Other Segments
24516,174,174,38.88,352,Other Segments
11635,174,174,39.99,352,Other Segments
20981,176,176,68.49,352,Other Segments
27968,180,180,39.98,352,Other Segments
20334,169,169,69.99,352,Other Segments
18751,167,167,39.98,352,Other Segments
15820,180,180,71.97,352,Other Segments
13095,173,173,69.97,352,Other Segments
23729,179,179,71.58,352,Other Segments
19521,168,168,53.98,352,Other Segments
27502,183,183,69.99,352,Other Segments
21339,179,179,39.98,352,Other Segments
13158,177,177,64.97,352,Other Segments
14761,179,179,39.98,352,Other Segments
13848,173,173,61.45,352,Other Segments
11146,177,177,53.95,352,Other Segments
22338,180,180,68.97,352,Other Segments
19727,179,179,69.99,352,Other Segments
14317,177,177,49.99,352,Other Segments
20958,184,184,68.49,352,Other Segments
26414,176,176,58.47,352,Other Segments
18986,172,172,56.97,352,Other Segments
15617,181,181,59.91,352,Other Segments
21382,173,173,69.99,352,Other Segments
20343,176,176,69.99,352,Other Segments
25627,173,173,47.97,352,Other Segments
23941,185,185,38.98,352,Other Segments
25335,177,177,59.98,352,Other Segments
22839,177,177,39.25,352,Other Segments
15703,185,185,74.98,352,Other Segments
14512,176,176,39.98,352,Other Segments
18282,169,169,21.98,351,Other Segments
28392,178,178,23.78,351,Other Segments
17369,171,171,7.28,351,Other Segments
23277,178,178,22.93,351,Other Segments
28730,179,179,23.78,351,Other Segments
26480,169,169,23.78,351,Other Segments
21176,183,183,35,351,Other Segments
21442,171,171,14.98,351,Other Segments
30078,185,185,1.374,351,Other Segments
12514,168,168,8.99,351,Other Segments
28604,177,177,7.95,351,Other Segments
20237,181,181,21.49,351,Other Segments
21840,180,180,31.27,351,Other Segments
12643,174,174,8.99,351,Other Segments
18053,171,171,7.28,351,Other Segments
11953,173,173,22.97,351,Other Segments
12869,169,169,32.6,351,Other Segments
23466,182,182,29.99,351,Other Segments
21525,166,166,32.27,351,Other Segments
24940,185,185,34.89,351,Other Segments
17701,178,178,29.48,351,Other Segments
29248,167,167,27.28,351,Other Segments
21110,168,168,34.98,351,Other Segments
11438,177,177,34.99,351,Other Segments
25547,172,172,3.99,351,Other Segments
12374,175,175,34.99,351,Other Segments
21070,167,167,30.48,351,Other Segments
16384,182,182,7.28,351,Other Segments
24293,185,185,34.89,351,Other Segments
23088,174,174,32.28,351,Other Segments
15136,183,183,34.99,351,Other Segments
26543,167,167,14.23,351,Other Segments
26989,180,180,25.48,351,Other Segments
28409,177,177,28.99,351,Other Segments
18110,179,179,12.94,351,Other Segments
22163,178,178,37.27,351,Other Segments
20460,172,172,21.49,351,Other Segments
14901,172,172,7.28,351,Other Segments
21459,167,167,14.98,351,Other Segments
14446,181,181,14.98,351,Other Segments
28764,174,174,27.28,351,Other Segments
24141,173,173,15.23,351,Other Segments
17649,168,168,3.99,351,Other Segments
16418,169,169,27.28,351,Other Segments
25890,167,167,24.99,351,Other Segments
12906,166,166,21.98,351,Other Segments
22455,174,174,29.48,351,Other Segments
16441,167,167,24.99,351,Other Segments
29425,178,178,23.78,351,Other Segments
24393,175,175,36.59,351,Other Segments
13275,172,172,21.98,351,Other Segments
16209,179,179,30.97,351,Other Segments
29451,174,174,25.48,351,Other Segments
15319,184,184,7.28,351,Other Segments
17506,179,179,12.94,351,Other Segments
18290,174,174,8.99,351,Other Segments
25835,166,166,27.28,351,Other Segments
23130,166,166,32.28,351,Other Segments
12098,184,184,8.99,351,Other Segments
26468,174,174,27.28,351,Other Segments
29307,184,184,14.98,351,Other Segments
14866,175,175,31.27,351,Other Segments
17540,176,176,13.98,351,Other Segments
15476,182,182,7.28,351,Other Segments
22154,178,178,36.96,351,Other Segments
25801,182,182,4.99,351,Other Segments
29130,176,176,7.28,351,Other Segments
19392,166,166,27.28,351,Other Segments
17165,169,169,4.99,351,Other Segments
18055,170,170,36.96,351,Other Segments
27942,183,183,29.48,351,Other Segments
13635,181,181,32.27,351,Other Segments
21507,178,178,24.99,351,Other Segments
14820,168,168,37.27,351,Other Segments
11763,183,183,24.49,351,Other Segments
11119,179,179,35.23,351,Other Segments
29290,170,170,4.99,351,Other Segments
27624,181,181,28.99,351,Other Segments
24415,172,172,4.99,351,Other Segments
28391,167,167,32.6,351,Other Segments
27040,180,180,7.28,351,Other Segments
26599,171,171,28.99,351,Other Segments
19088,182,182,2.29,351,Other Segments
20130,182,182,4.99,351,Other Segments
24561,175,175,3.99,351,Other Segments
11961,171,171,34.99,351,Other Segments
16953,180,180,13.98,351,Other Segments
20391,174,174,23.97,351,Other Segments
20537,184,184,23.97,351,Other Segments
28237,184,184,33.43,351,Other Segments
17368,174,174,4.99,351,Other Segments
25337,182,182,29.98,351,Other Segments
19080,175,175,29.98,351,Other Segments
26551,169,169,28.99,351,Other Segments
23070,179,179,4.99,351,Other Segments
19346,180,180,21.49,351,Other Segments
11978,179,179,34.99,351,Other Segments
25672,167,167,7.28,351,Other Segments
21868,177,177,4.99,351,Other Segments
12837,172,172,4.99,351,Other Segments
14145,176,176,24.27,351,Other Segments
27192,169,169,33.98,351,Other Segments
25844,174,174,24.99,351,Other Segments
28274,183,183,4.99,351,Other Segments
24550,178,178,37.27,351,Other Segments
26199,182,182,24.99,351,Other Segments
24994,185,185,34.89,351,Other Segments
27066,183,183,33.98,351,Other Segments
20142,182,182,3.99,351,Other Segments
24839,184,184,33.43,351,Other Segments
28908,181,181,33.43,351,Other Segments
12091,177,177,8.99,351,Other Segments
15031,170,170,32.28,351,Other Segments
28971,176,176,27.28,351,Other Segments
17092,173,173,37.27,351,Other Segments
20779,166,166,14.98,351,Other Segments
25923,180,180,6.28,351,Other Segments
26278,179,179,29.98,351,Other Segments
23046,166,166,37.27,351,Other Segments
13663,180,180,15.23,351,Other Segments
19262,170,170,24.99,351,Other Segments
22090,173,173,32.28,351,Other Segments
27978,178,178,29.48,351,Other Segments
27729,171,171,12.98,351,Other Segments
21111,174,174,37.27,351,Other Segments
17284,177,177,31.27,351,Other Segments
22491,174,174,4.99,351,Other Segments
26584,184,184,33.98,351,Other Segments
21715,170,170,14.98,351,Other Segments
22365,175,175,32.28,351,Other Segments
23962,185,185,28.99,351,Other Segments
12724,181,181,14.98,351,Other Segments
17882,183,183,32.27,351,Other Segments
24829,174,174,34.89,351,Other Segments
13491,183,183,14.98,351,Other Segments
26395,171,171,25.48,351,Other Segments
13199,185,185,22.93,351,Other Segments
18174,183,183,7.28,351,Other Segments
27331,180,180,3.99,351,Other Segments
15217,167,167,31.27,351,Other Segments
18191,183,183,8.99,351,Other Segments
24746,179,179,13.98,351,Other Segments
18111,167,167,4.99,351,Other Segments
22980,177,177,29.99,351,Other Segments
25645,174,174,21.49,351,Other Segments
27222,167,167,11.94,351,Other Segments
15861,181,181,7.28,351,Other Segments
14859,169,169,31.27,351,Other Segments
22559,169,169,4.99,351,Other Segments
23289,169,169,34.98,351,Other Segments
17447,178,178,13.98,351,Other Segments
11115,172,172,27.28,351,Other Segments
14845,166,166,7.28,351,Other Segments
18569,176,176,4.99,351,Other Segments
15821,179,179,30.97,351,Other Segments
26598,178,178,33.98,351,Other Segments
28533,179,179,4.99,351,Other Segments
11098,171,171,29.98,351,Other Segments
28788,185,185,8.99,351,Other Segments
15592,180,180,24.99,351,Other Segments
15443,177,177,7.28,351,Other Segments
17630,175,175,4.99,351,Other Segments
20146,167,167,3.99,351,Other Segments
16119,174,174,13.98,351,Other Segments
17994,166,166,27.28,351,Other Segments
15140,178,178,27.28,351,Other Segments
26736,167,167,25.48,351,Other Segments
24486,181,181,36.59,351,Other Segments
26195,180,180,27.28,351,Other Segments
13234,182,182,36.96,351,Other Segments
12567,171,171,8.99,351,Other Segments
15922,166,166,15.23,351,Other Segments
23556,185,185,29.99,351,Other Segments
18329,183,183,23.78,351,Other Segments
28903,171,171,23.78,351,Other Segments
11923,170,170,35,351,Other Segments
17685,181,181,4.99,351,Other Segments
25156,171,171,36.59,351,Other Segments
18664,180,180,13.98,351,Other Segments
21581,176,176,24.27,351,Other Segments
24741,184,184,32.6,351,Other Segments
23785,179,179,37.27,351,Other Segments
18604,174,174,37.27,351,Other Segments
25849,176,176,35.23,351,Other Segments
20453,181,181,21.49,351,Other Segments
26032,177,177,7.28,351,Other Segments
13815,173,173,33.98,351,Other Segments
25803,171,171,30.48,351,Other Segments
14465,174,174,7.28,351,Other Segments
13349,169,169,21.98,351,Other Segments
29393,184,184,23.78,351,Other Segments
23502,170,170,32.28,351,Other Segments
14156,172,172,33.98,351,Other Segments
15198,175,175,7.28,351,Other Segments
26788,178,178,36.27,351,Other Segments
29287,182,182,4.99,351,Other Segments
21630,169,169,14.98,351,Other Segments
15138,185,185,34.99,351,Other Segments
15052,169,169,7.28,351,Other Segments
14468,171,171,7.28,351,Other Segments
13596,172,172,9.99,351,Other Segments
15720,172,172,35.23,351,Other Segments
25521,167,167,30.48,351,Other Segments
17014,171,171,4.99,351,Other Segments
15414,173,173,4.99,351,Other Segments
18102,178,178,4.99,351,Other Segments
20681,181,181,9.99,351,Other Segments
28049,169,169,27.77,351,Other Segments
23406,166,166,29.99,351,Other Segments
26489,180,180,24.99,351,Other Segments
12503,167,167,25.48,351,Other Segments
22052,173,173,14.98,351,Other Segments
28607,184,184,7.95,351,Other Segments
14916,170,170,26.97,351,Other Segments
23784,176,176,34.98,351,Other Segments
25799,183,183,13.98,351,Other Segments
26904,174,174,28.99,351,Other Segments
11404,172,172,33.98,351,Other Segments
11527,175,175,2.29,351,Other Segments
21391,177,177,29.99,351,Other Segments
19247,169,169,24.99,351,Other Segments
23449,169,169,7.28,351,Other Segments
13339,173,173,30.97,351,Other Segments
14644,172,172,7.28,351,Other Segments
24989,179,179,36.59,351,Other Segments
22055,172,172,23.97,351,Other Segments
23452,178,178,32.28,351,Other Segments
26861,178,178,36.27,351,Other Segments
13485,167,167,36.96,351,Other Segments
22739,169,169,7.28,351,Other Segments
15125,167,167,31.27,351,Other Segments
24494,182,182,9.99,351,Other Segments
19327,173,173,4.99,351,Other Segments
24345,140,140,2398.05,345,Big Spenders
24674,147,147,2384.07,345,Big Spenders
11298,161,161,2343.96,345,Big Spenders
29277,152,152,2419.06,345,Big Spenders
16745,133,133,2443.35,345,Big Spenders
23764,161,161,2457.33,345,Big Spenders
11816,162,162,2354.98,345,Big Spenders
11564,136,136,2319.99,345,Big Spenders
12171,147,147,2405.47,345,Big Spenders
12317,130,75,2376,345,Big Spenders
12125,143,143,2369.96,345,Big Spenders
18248,157,157,2459.62,345,Big Spenders
24780,147,147,2384.07,345,Big Spenders
11570,140,140,2319.99,345,Big Spenders
12188,144,144,2354.98,345,Big Spenders
12151,148,148,2316.97,345,Big Spenders
18494,144,144,2459.62,345,Big Spenders
24534,151,151,2533.93,345,Big Spenders
18746,148,148,2556.82,345,Big Spenders
12105,150,150,2414.99,345,Big Spenders
12174,132,132,2294.99,345,Big Spenders
12128,132,132,2439.99,345,Big Spenders
18706,132,132,2482.23,345,Big Spenders
24680,133,133,2418.05,345,Big Spenders
11910,142,142,2319.99,345,Big Spenders
11604,142,142,2343.96,345,Big Spenders
12059,160,160,2351.96,345,Big Spenders
24110,135,135,2393.06,345,Big Spenders
18488,150,150,2478.34,345,Big Spenders
18740,143,143,2478.34,345,Big Spenders
18736,133,133,2457.33,345,Big Spenders
11428,141,141,2378.95,345,Big Spenders
11969,131,131,2319.99,345,Big Spenders
12181,142,142,2380.47,345,Big Spenders
20210,165,165,2478.34,345,Big Spenders
28935,136,136,2419.06,345,Big Spenders
12141,144,144,2400.95,345,Big Spenders
11491,147,147,2329.98,345,Big Spenders
11952,143,143,2395.96,345,Big Spenders
11162,164,164,2329.98,345,Big Spenders
12805,135,135,2354.99,345,Big Spenders
16741,134,134,2478.34,345,Big Spenders
11525,160,160,2357.28,345,Big Spenders
23765,130,130,2535.81,345,Big Spenders
16394,203,150,2329.9512,345,Big Spenders
18747,137,137,2511.32,345,Big Spenders
12318,146,74,2379.525,345,Big Spenders
11110,141,141,2294.99,345,Big Spenders
12129,142,142,2356.95,345,Big Spenders
12607,145,145,2322.28,345,Big Spenders
24681,148,148,2453.04,345,Big Spenders
28923,139,139,2393.06,345,Big Spenders
28949,139,139,2473.05,345,Big Spenders
11319,158,158,2351.96,345,Big Spenders
12072,142,142,2372.91,345,Big Spenders
18710,137,137,2520.31,345,Big Spenders
11963,148,148,2294.99,345,Big Spenders
28714,157,157,2433.04,345,Big Spenders
16291,192,149,2460.845,345,Big Spenders
16400,186,152,2479.14,345,Big Spenders
29948,154,154,4441.4448,345,Big Spenders
12172,136,136,2351.96,345,Big Spenders
23636,160,160,2479.94,345,Big Spenders
12315,140,98,2377.015,345,Big Spenders
11528,163,163,2381.44,345,Big Spenders
12069,155,155,2319.26,345,Big Spenders
12112,136,136,2351.96,345,Big Spenders
12398,142,142,2319.99,345,Big Spenders
11837,162,162,2344.96,345,Big Spenders
22448,161,161,2479.94,345,Big Spenders
11353,163,163,2309.97,345,Big Spenders
11983,161,161,2294.99,345,Big Spenders
11299,158,158,2436.97,345,Big Spenders
12152,147,147,2359.46,345,Big Spenders
11568,152,152,2319.99,345,Big Spenders
25640,165,165,2428.05,345,Big Spenders
11007,135,96,2405.505,345,Big Spenders
18724,149,149,2478.24,345,Big Spenders
11605,154,154,2294.99,345,Big Spenders
18495,136,136,2443.35,345,Big Spenders
14081,164,164,2451.3,345,Big Spenders
12292,142,142,2414.99,345,Big Spenders
18260,156,156,2457.33,345,Big Spenders
12169,136,136,2369.97,345,Big Spenders
18735,153,153,2443.35,345,Big Spenders
24105,138,138,2419.06,345,Big Spenders
11536,133,133,2337.27,345,Big Spenders
12160,146,146,2366.96,345,Big Spenders
11968,141,141,2294.99,345,Big Spenders
11576,131,114,2243.2048,345,Big Spenders
18486,151,151,2443.35,345,Big Spenders
11493,162,162,2329.98,345,Big Spenders
11470,161,161,2294.99,345,Big Spenders
18709,130,130,2520.27,345,Big Spenders
11908,154,154,2319.99,345,Big Spenders
11888,136,136,2376.96,345,Big Spenders
24437,161,161,2427.04,345,Big Spenders
18297,156,156,2541.32,345,Big Spenders
12071,165,165,2394.97,345,Big Spenders
24537,153,153,2511.32,345,Big Spenders
24675,150,150,2419.06,345,Big Spenders
11917,152,152,2337.27,345,Big Spenders
12163,150,150,2366.46,345,Big Spenders
12186,146,146,2334.97,345,Big Spenders
13560,136,136,2334.97,345,Big Spenders
12017,134,134,2339.97,345,Big Spenders
16408,135,146,2346.4412,345,Big Spenders
18489,152,152,2502.83,345,Big Spenders
18718,134,134,2457.33,345,Big Spenders
20052,135,135,2514.93,345,Big Spenders
25674,147,147,2419.06,345,Big Spenders
11914,132,132,2329.98,345,Big Spenders
23776,137,137,2478.34,345,Big Spenders
11482,158,158,2354.98,345,Big Spenders
12189,137,137,2371.96,345,Big Spenders
12103,133,133,2419.46,345,Big Spenders
18303,163,163,2452.34,345,Big Spenders
24340,158,158,2393.06,345,Big Spenders
16391,195,152,2312.4562,345,Big Spenders
13520,156,156,2479.94,345,Big Spenders
24735,140,140,2478.04,345,Big Spenders
24343,146,146,2443.55,345,Big Spenders
12206,146,146,2329.98,345,Big Spenders
12621,149,149,2329.98,345,Big Spenders
12335,132,66,2431.75,345,Big Spenders
16388,203,153,2336.9412,345,Big Spenders
12143,135,135,2414.99,345,Big Spenders
18738,132,132,2511.32,345,Big Spenders
28948,153,153,2419.06,345,Big Spenders
12083,152,152,2414.99,345,Big Spenders
24526,157,157,2419.06,345,Big Spenders
12200,145,145,2357.28,345,Big Spenders
18692,154,154,2457.33,345,Big Spenders
18496,136,136,2543.44,345,Big Spenders
18284,156,156,2451.3,345,Big Spenders
11815,158,158,2369.97,345,Big Spenders
11008,152,105,2365.66,345,Big Spenders
11346,171,152,2251.5241,345,Big Spenders
16235,164,164,2443.35,345,Big Spenders
18485,156,156,2484.94,345,Big Spenders
11274,158,158,2309.97,345,Big Spenders
11297,162,162,2369.97,345,Big Spenders
11540,133,133,2379.91,345,Big Spenders
11002,159,106,2357.025,345,Big Spenders
12124,145,71,2406.44,345,Big Spenders
12170,146,146,2329.99,345,Big Spenders
16744,146,146,2492.32,345,Big Spenders
20302,130,130,2451.3,345,Big Spenders
